text,username,city_request,city_provenance
Is it possible to visit both Stirling and Glassgow on the same day in a daytrip from Edinburgh via train ? Or it will be just hurrying up without having fun ? And which is better to visit for a daytrip anyways noting am a solo traveller who will use public transportation ?  Thanks ! ,Yasmeen B.,Scotland,"Cairo, Egypt"
We just got back from 9 days in Scotland: 3 nights – Edinburgh 2 nights – Aviemore 2 nights Portree 1 night Edinburgh. It was fantastic!! This was our second trip with an outstanding Blue Badge guide Miles Forde https://guidedscotland.co.uk/ . As we planned he made sure we understood the advantages – beautiful light and locations and completely uncrowded. And also the potential disadvantages: limited hours of daylight many tourist sites closed and perhaps inclement weather. We had fantastic weather. An advantage of limited daylight is that we were able to fully enjoy the sunrise and sunsets. And nature was open and that's what mattered to us. Below are just a few highlights of our trip – we truly had awe inspiring moments. Like all trips ours was highly idiosyncratic to our interests. We wanted to absorb nature take walks take nice photos and look at birds and wildlife and learn some history and we did!    If taking a trip at this time of year I would strongly recommend working with a talented guide. Miles found stunningly beautiful spots for walks and picnics and bird watching and history that we never would have found on our own. He maximized the many strengths of Scotland in November.    Day 1 – Edinburgh and stayed at Bonham hotel – excellent!  Arrived afternoon – Botanics Christmas Market and some of the 44 Scotland Street series areas near our hotel.    Day 2 -Edinburgh  -We hiked up Arthur’s Seat. Fun even with strong winds at the top (I did this hike as a kid and wanted to do it again). Our guide has a passion for the outdoors and is an avid hiker – thank goodness I could not have managed the end in the wind without him.  -Duddingston Loch – I have never seen larger swans in my entire life.  -National Gallery on the Mound – We looked at Scottish Landscape art. Really fun to see the landscapes as they were painted then and see them now! A different way of looking at art.    Day 3 – The Borders  -A highlight of trip was going to visit The Great Tapestry of Scotland in Galashiels! Don't miss it!  -Lots beauty moments in the Borders.  -On the way back birdwatching in Musselburgh -really fun. We wanted to learn more about birds and we did!  -Fancy dinner in Edinburgh at Prestonfield House Rhubarb - excellent!    Days 4/5 – Aviemore – Stayed at Cairngorm Hotel  -Loch Levan RSPB! We had never been in a hide before very cool!  -We had two days for jaw dropping awe! So many highlights! On our way to Aviemore we went for a walk at the Hermitage. Loch Morlich had incredible light and reflections. We also went to some small lochs that had absolutely unbelievable reflections like we had never seen before. We are ruins fans so we went to Ruthven Barracks. We were speechless for two days. Awesome!    Days 6/7- Portree – stayed at Cuillin Hills Hotel – excellent!  We had never been Skye and we had it to ourselves - we went all over Trotternish area took lots of walks. Of course Eilean Donan castle. Too many great moments to list  -One of the many highlights of the trip: Kilt Rock and Mealt Falls. It was just the three of us at the overlook. It was quite windy and in beautiful morning sunlight. At the bottom of the falls was a beautiful rainbow. The railings have holes in the tops and with the wind blowing there was beautiful New Age-like music created! Unbelievable!  -When we were taking a walk at Quiraing we commented that there were people there with us (smile)– four cars – our guide was too nice to laugh at us as in the summer it is apparently packed.  -Fun hike at Fairy Glen – Up to the top of Castle Ewen. Visited Flora MacDonld’s grave – what a beautiful location!    Day 8 – Back to Edinburgh via Glencoe and Rannoch Moor – just stunning!  -And we stopped at the Kelpies at night! Then as rush hour traffic rushed past us as we were going into Edinburgh we stopped and got to see three of Jupiter’s moons and Saturn with its ring – super clearly through a telescope! Another major highlight! ,Mildred_K,Edinburgh,Los Angeles...
Any recommendations for car rental from Birmingham airport and we will return to Birmingham airport . ,IrelandIrishcailini,Cotswolds,"Dublin, Ireland"
Hi  Can anyone tell me a central hotel with opening windows? My husband is claustrophobic and needs to know they open!  TIA ,N M,Birmingham,
Hi there! Our accommodation will be walking distance to the cheese barge and our family loves cheese. Our kids will be 8&10 and are quite fond of all sorts of exotic and stinky cheeses. Is the general vibe kid friendly? We don’t need any special accommodations or activities as I’ve had a look at the menu and I’m sure the kids will be happy with the general menu (no kids menu needed) but are we likely to get dirty looks from other patrons? They are quite capable of being well behaved in a restaurant for an hour or so. Maybe an afternoon booking?  Thanks for any insights! ,Mezzar12,London,Australia
Is there a public swimming pool walkable from the city centre ? ,slippeddisc,York,England
Hi all i am in an initial stage of planning for a UK trip for Dec 2024. We had always preferred self driving for convenience and to better explore the areas we’re visiting also to save costs. There will be 5 of us (3 teenagers) and the trip has to be in mid Dec. Please let me know which option makes better sense    Option 1  - flight to Manchester (Old Trafford Stadium - soccer fan thing). Stay a night or 2  - self drive down to a cottage homestay need suggestion for a base for about 4 nights where we can visit Stonehenge Bath Oxford Salisbury Bicester village.  - drop off car before we reach London central  - Paris for 3 or 4 nights  - train back to London for another 3 nights or so before flight home      Option 2  - flight to manchester  - flight to paris for 3/4 nights stay  - train to london  - pick up car for the same self drive trip to a cottage homestay need suggestion for a base for about 4 nights where we can visit Stonehenge Bath Oxford Salisbury Bicester village.  - train to London central for another 3/4 nights before flight home    2nd option seems to make better sense for me also taking into consideration its winter but we will miss the joy of driving and the stop overs that we wld have enjoyed if we’d go for the 1st option. ,n.j.,,"Singapore, Singapore"
Hi ... We're looking to hire a car at Stansted Airport and drop it off at Gatwick Airport. Any advice/recommendations for a firm that won't rip us off? ,Stephanie S,,Spain
Coming down to gatwick I had to get underground from euston to London Bridge and then get through to the station to get train to gatwick. If someone had not have helped me I would never have done it with 2 suitcases on my own. I need an alternative and easier way from gatwick to euston bearing in mind I have 2 suitcases on my own. Suggestions are gatwick to st Pancras. Would that be OK and where do I walk to get to euston or can I get a taxi? Would I have to buy another ticket even though I have one via London Bridge? ,Sephora M,,"Manchester, United..."
Do NOT deal with this car hire company or their partner Drivalia. They have a number of sneaky clauses that enable them to charge you additional so-called admin fees of 55 pounds or more if you receive an infringement from a council or police. All they do is email you these infringements - about 30 seconds work. Its also very doubtful if these so-called infringements are actually legitimate - they appear bogus that Easirent fabricate in order to charge their admin fees. If you value your money STAY WAY FROM EASIRENT and DRIVALIA. ,John F,England,"Brisbane, Australia"
Husband and I are travelling from Gatwick to Brighton this weekend for 5 days. We'd like to visit the Royal Pavilion and perhaps the Toy Museum whilst there. Can we obtain the 2 for 1 discount at these venues simply by just turning up and showing our return rail tickets or do we need to purchase vouchers in advance? I haven't bought any rail tickets online as I was going to buy return tickets once we get to the station.    Also does this offer only apply if we travel with a particular train company?    Thanks. ,chezzaJersey,Brighton,"Jersey, United..."
I received a lot of help on the Forum when planning our July trip last summer to Berkshire Richmond East Sussex and Kent.I thought I'd post the first of several day's worth of reports on how it all went starting with Windsor and Kew Gardens and travelling to Mickleham.    Our tour also included Hever Castle Sissinghurst Scotney Bodiam Bateman's Leeds Castle Rye village Canterbury Cathedral and Audley End.    My husband and I both absolutely loved this trip. The majority of places were stunning and we were blessed with mostly excellent weather to enjoy them.    I always write trips up in my blog site so I've posted the link to Day 1 below with photos to relieve my often too wordy musings on what we saw and experienced.    As ever...so much to see so little time (true especially this trip as it was all over a long weekend.But it's amazing what you can fit in too.)    Once again many thanks to everyone who contributed to my questions at the time - it really was a great help.    https://annestravelsandhikes.com/2023/12/09/east-sussex-and-kent-gardens-castles-and-country-houses/ ,Scotlandmac,England,"Glasgow, United..."
This post has been removed at the author's request. ,EdT255060,London,"Sydney, Australia"
Hello everybody. I am coming to Scotland with my family for the second time and will spend 4 weeks in 5 different airbnbs around the country. Last year we flew to Manchester and hired a car from arnoldclrak and drove to our first Airbnb in Scottish borders. This time (next week) we are flying to Edinburgh. Arnoldclrak at Edinburgh airport is more expensive than other companies at the airport. I searched and found a good deal with Avis but then read some bad reviews on google. I kept checking rates and last week I found a good deal with Drivalia. Most of their reviews seem to be good although I read that they used to have another name and that there were lots of complaints about them. This new company seems better.    As I am traveling with my wife and 3 kids and carrying 4 medium sized suitcases I really don’t want any unpleasant surprises.    I am seeking advice from people who have dealt with both Avis and Drivalia. Which one do you think I should stick to? Both bookings are free cancellation and booked cars are similar in size.    Avis is a bit more expensive.    it’s 5:12 p.m here and it’s 40 degrees outside. We are really looking forward to this holiday.    Thank you in advance. ,Alyarubi,Edinburgh,"Muscat, Oman"
Good morning.  We will be passing through Ludlow in a couple of weeks on a Thursday and will be looking for somewhere to have a light lunch or pub grub..  I know Ludlow is famed for it’s cuisine but we just want a simple place even a cafe or tea shop.  We will be in the car so somewhere not too far from parking would be ldeal.    Thanks in advance. ,trickster9,Ludlow,"Solihull, United..."
Hi I’ve heard that Ludlow is very dog friendly does anyone have a list of where to go thanks ,Suzanne p,Ludlow,
We have never been to Scotland. We are travelling from Perth to Inverness in a car. Any suggestions what we should see on the way. June24. ,DebraJaneC,Inverness,"Perth, Australia"
Hi all  I’m quite interested in hearing for anyone who knows how airport service charges work.    I purchased a return flight between Gatwick and Athens from Wizz Air for just £31 RETURN.    Now what I just cannot understand is this.    I searched for the same route on the on British Airways Fare Calculator and was presented with the following information.    “  Adult 1  Item Price of item  Fare £82.00  Carrier imposed charge £18.00  Air Passenger Duty - United Kingdom £13.00  Passenger Service Charge - United Kingdom £21.79  Airport Development Charge - Greece £10.30  Passenger Terminal Facility Charge - Greece £13.70  Passenger Security Charge - Greece £4.30”      The fare BA would charge was over £163    Now I assume that BA can’t just be the only airline that has to pass these charges onto their passengers.    Yet I just DO NOT understand how on earth Wizz Air can make a profit based on charging £31 for a return flight?!?    The Air Passenger Duty is surely mandatory so that’s £13 + €12. Let’s say that’s about £22.    Do Wizz Air passengers also have to pay the £21.79 ‘Pssenger Servive Charge’ to Gatwick Airport? Or the Greek (Athens) Airport charges (totalling over £28). If so Wizz Air would be LOSING £40 on taking me to Athens and back.    It just does not make sense to me.    Are budget airlines exempt from the same airport charges as legacy carriers such as BA or have they negotiated a lower rate? Do budget airlines pay the same level of Air Passenger Duty as airlines such as BA?    If so how can they survive? ,Jason,London,United Kingdom
Plan to be in Keswick next May for first time.    Going with a group of friends and one has limited mobility - 2-3 miles ok then she needs a rest for a bit. Probably less than that if it’s a steep climb.    Any recommendations for shorter walks around area? We will have a car. ,merlynne,Keswick,"Birmingham, UK"
After visiting Stirling Castle what is the most expedient way to see the Wallace Monument and Bannockburn? Is it really necessary to go inside the monument? I understand there is a video of the battle of Bannockburn. Is it recommended? ,Bronna L,Scotland,"New York City, New..."
hello    Does anyone have any idea whether there's an Uber or Bolt service on Christmas Day? ,Ranibe,London,
I have a business trip coming up with a supplier and I'm looking for a fun bar to visit midweek. Maybe some live music and a bit of dancing? ,Moveonup,Glasgow,"London, United..."
Hi all. We have two nights to spend and fly out early morning from Heathrow. Could anyone advise a nice area to stay with teenagers without going to London. Happy for a chilled village vibe before we fly home. Thought in close proximity to airport as early flight. Have done Windsor several times and love other suggestions pl. ,Tweet,,
Hi we are from India. We are traveling to London for Christmas. We have a 2/3 night option to travel somewhere within UK. Lake district was the obvious choice but stumbled upon Northumberland and were stunned. We want to experience aurora sighting. How should we plan? 27-30th December. ,ksmnta,Northumberland,"Mumbai, India"
Hi all  Apologies if this is in the wrong forum. But I have a complimentary chauffeur booking with Emirates because I happen to be flying business class; my flight arrives at 11.40am and I've sent a request for the chauffeur at 12.00pm recognising that there is a 30 minute waiting period. I'm a little bit confused though as to whether I should reschedule for later. They do say they monitor flights for delays but does that mean they will arrive 20 minutes after the flight lands and so I have about 50 minutes to get through all the security/customs etc.?    If I do need to reschedule it or anything (or if I'm likely to have to pay a waiting fee) please let me know. But really I guess I'm just after any advice/help regarding this that anyone can provide.    TIA :) ,Lachlan S,London,"Brisbane, Australia"
So I've been trying to get travel insurance for a trip that is starting on the 13th of this month.    I've also been talking about the possibility that I might have ADHD with my doctors for quite some time.    As it turns out a lot of insurers won't give you insurance if you have any conditions that are under investigation but have not been diagnosed.    This very frustrating because I really genuinely don't know if I have ADHD or not and so it could be that the symptoms that are under investigation have nothing at all to do with a medical condition and are just scatty aspects of my personality!    Also I'm not actually officially on any waiting lists for this just talking to my doctor but it looks like for a lot of policies that is enough for them not to want to cover you.    Anyway I have no idea what to do now because I can't seem to get insurance. I've only managed to find a couple companies that have said they will cover me but they both seem to have pretty sketchy reputations when you look for reviews online.    I don't know what to do! Does anyone out there know about any decent medical insurers? I guess probably the only company that would end up insuring me would be a medical insurers... it's just preferable that they are a decent one!    Best Wishes  Raquel ,Willow0303,,
Hi    We have to be at Stansted airport at 11.00 a.m. on Sunday December 31st. As we will be staying close to Russell Square station we're loathe to drag big heavy suitcases by tube to Liverpool Street station in order to get the Stansted Express. We don't want to try to hail a cab on the street so are thinking of pre-boking a taxi to the station. Can anybody advise us how to do this? Or is it possible to make a call and get a taxi right away like we can do here in Norway?    I've looked into a car service all the way to Stansted but Blackberry Cars whom we successfully used to Heathrow a number of years ago charge all of £120. I expect that other car services won't be any cheaper. We're hoping that the taxi/train combination will cost considerably less.    Thanks in advance for advice and recommendations! ,Catwoman02,London,Norway
Arriva buses in the Shropshire and Telford bus zone repeatedly drive past students and other members of the public when not even close to capacity. The public are dependent on these buses to get home but how can they be when the buses won't even stop for them.    I am disabled and so am entitled to priority seating but how can bus drivers know this? I suffer from a hidden disability and am often left stranded in the cold and wet unable to sit down having to wait exorbitant amounts of time for another bus. And them I am home late and in severe pain.    Needless to say the rest of my day is a write off.  Arriva - do better. ,Rose G,Shropshire,
Hi all    We are a family of 3 (2 adults and 1 12 year old boy) visiting Belfast from UK on 26th-30th. First day we have planned for some day tours to Giant's Causeway. We also would like to visit Derry one day. Can someone advise how we can travel to Derry and what are the things there to see please. And is there any other places we can include in our trip. This would be really helpful. ,RENI,Belfast,
This post has been removed at the author's request. ,Kernewes 🌼,England,"Cornwall, United..."
Has anyone used the meet and greet parking service at Manchester Airport? Is it as easy and safe as it sounds? Or will I return to find a beaten up car? ,Vicki S,Manchester,Raymond Terrace...
This post has been removed at the author's request. ,Impossibile to get the username,London,"London, England"
It took nearly 90 min Today to get trough on a Thursday 6 30am.  Beware its only going toget worse.  I dread xmas Easter and summer. ,oakley 56,Birmingham,"Bridgnorth, United..."
Hi    Can someone help please?! We are flying into Gatwick on Monday morning. Can anyone advise which train to take to get to St Pauls Cathedral? ,Jules,London,"Cornwall, United..."
Have unexpected opportunity to travel with my teen son during Christmas (while other teen son travels with friend). Looking at quick trip to London. Cannot leave before Dec. 24. Flights are within budget departing Christmas day but is that a crazy time to travel? ,Kelly M,London,"Birmingham, Alabama"
You guys have been so helpful!    Question are the hop on/off bus tours worth it for a newbie? Any company you would recommend?    Would it be worth doing the Christmas lights bus tour instead? ,Nicole D,London,
Hi I just came up with an idea that might sound crazy to fly into London for 48hrs on 24th December evening and fly back home in the evening of the 26th (we live very close so flight is only 1.5hrs for us). Time is short because of work requirements so unfortunately we couldn't stay longer than that we have already visited the city in the past so this is not really for sightseeing but just to spend a different Christmas in a beautiful place. Most likely we would be flying into London City Airport and flying back from Heathrow and probably stay the 2 nights in a hotel near Covent Garden. My question is mainly regarding transport I read that on the 25th no public transport is running so just wondering if being there those days would be ruined for that reason or too expensive to run just with taxis to cover longer distances and transporto to/from airports.. Thanks for your help :) ,LilJulie,London,"Dublin, Ireland"
I'm looking to take my wife to chamas in February and was wondering if there was a ghost walk which operated on a Friday or Saturday night? ,crookesy,Beverley,"Cleethorpes, United..."
This post has been removed at the author's request. ,bestcornishcat,,United Kingdom
Hi everyone! I have a question sparked after another recent thread about coffee.  In my experience in London I have realized that not many breakfast/brunch places will offer brewed coffee whether classic cafetière American brew or more alternative styles (thinking of V60 and AeroPress). The only place I have encountered so far during so many trips is Abuelo in Covent Garden (which is very good and I recommend thoroughly) and I have seen that the Dean Street Townhouse does brewed coffee too but other than that do you have any specific suggestions?    Location-wise I am open to pretty much anywhere in North East and Central London. Thank you in advance.    Cheers  K. ,Kuroneko_89,London,"Rome, Italy"
We are visiting Bath on a week day next week. We have researched park & ride and it would seem that the Newbridge Park & Ride would be suitable for us. Would anyone know the opening time of the car park and the first shuttle time into the city centre. Thank you in advance. ,HollyBobbs,Bath,"Devon, United..."
We are going to be reserving tickets for the Harry Potter Studio Tour for the end of March and I'm trying to figure out total travel time in order to order our timed tickets.    We are staying near the Waterloo Station. It looks like we will take Waterloo to Euston and then Euston up to Watford Junction. The website says that leg takes about 20 minutes. And then we have the bus shuttle.    Considering that we will be unfamiliar with the train at Euston station so many need a little extra time to navigate how much time should we estimate overall to do the full journey? Are we safe getting timed tickets about 1 hour after we will want to leave our hotel? ,Natalie T,London,Minneapolis...
I will be attending a wedding in May 2024 and was looking for suggestion for a hotel for 7 nights in London. The events will be taking place near south Kensington and Barbican station. Confused as to where to book a hotel.  We are in our 50s and looking for a decent hotel near the stations. We both love to walk.    Please help ,rosie k,London,"Calgary, Canada"
Anyone who is thinking of renewing their passport online  I would say do it both my adults sons renewed their child’s passport to a adult one  both took 7 days from start to receiving them with email updates along the way .  I also took and uploaded their photos on my IPad and didn’t need a counter signature.  Very happy . ,Juem49,,"London, United..."
Dear London Experts  My family of 4 will be traveling to London from 3/24-3/29 and staying at the Marriott Canary Wharf to use up points and book 2 rooms. I see that the Jubilee line connects us pretty easily to the center of London. Is there a good way for us to take advantage of the 2-for-1 entrance deals to places like Westminster and Tower of London? I think I can do it on the first day as we arrive at Gatwick airport but can't buy round trip since we leave from Heathrow. Any help or advice is greatly appreciated! ,Sun J,London,
Hi can someone advise on parking please. Going to a gig in OVO Hydro but booked for Mowgli for dinner in St Vincent St first. Will be driving. Looking for advice re parking near St Vincent St. We'll then park at Science Centre prior to gig. Thanks in advance. ,Martha A,Glasgow,Glasgow
I live in Northampton and am planning to get a day ticket for the shuttle bus on the Thursday only of the 2024 GP primarily for the Kings Of Leon concert!  My question is whether this plan is going to work...on the GP website for last year the last shuttle buses back left at 22.45  Has anyone got these buses after the concerts in previous years? What time do the concerts tend to end and how far are they from the shuttle buses? I don't want to miss half the concert in order to get the bus home! ,Nathan W,Silverstone,
In planning our Scotland trip so far we are doing a 3 night trip on a converted fishing boat from Oban but also plan on renting a car and driving around the highlands.  Given that the Highland time is something like 4-5 days would you include Skye? the guidebooks all say it’s a “don’t miss” but sometimes the practicalities say otherwise :)  Also if we rent in Glasgow or Edinburgh it looks like the car has to be returned there?? I know there’s no drop off in Oban wondering if there are any closer options than going from Highlands back to cities and training it to Oban.  any advice much appreciated! ,Suzy Cayenne,Scotland,
We are a group of 6 people and plan to travel from London to Scotland and back in 10 days in July 24. We would like to hire a 7 or 9 seater car for this travel. I am told that roads in UK are generally narrower than in Europe and US and hence it would not be advisable to drive in a 9 seater. Pl advise me on this. ( A 7 seater would have the disadvantage of having very limited luggage space. ,Arun,,
Hi: We are planning a 5-night stay in London and it is our first time visiting. I just started the overwhelming task of looking for a hotel and would greatly appreciate some expert input. We walk a lot but would still like to be centrally located and close to a tube station. We are looking for a comfortable convenient hotel with a good breakfast. A nice view and rooftop bar would be a plus but not necessary. We often book boutique hotels but have found that we prefer larger hotels in European cities for comfort during days of busy sightseeing. Our budget is $350 to $450 USD per night. Thanks in advance for your input! ,nankar,London,Pittsburgh...
Any idea of price of above for 1 person    Thank you ,jmo777,Luton,United Kingdom
We want to write this as a warning to anyone who books here. We booked our stay here through HOSTELWORLD yesterday. We were presented with a price of roughly £200. After paying we immediately (within 10 minutes) were billed for close to £1100. These were both taken directly from our bank account. It turns out that HOSTEL WORLD collects some sort of commission and that they only displayed the commission price and not the actual total. We were charged 2 payments one from Hostel World and another from Wombats.    We immediately contacted both Wombat & Hostelworld (within 15 minutes of booking). Wombat has ignored our emails and are not responding whatsoever. Hostel World basically said Too bad too sad. Should have read the fine print.    After reading a little bit more it turns out that Hostel World is known for this scam. They display a price very different when you are booking but then put the actual price very small and hidden. If you look of HOSTEL WORLD SCAM on google you will find many people discussing this same issue. Please see the attached images I have included on my tripadvisor review on Wombats page.    As for Wombat's they are complacent in this scam as well. They have access to the same knowledge that we do in regards to Hostel World's less than ethical system and still are registered with them. Wombat's could simply say that they are not affiliated with them however my credit card was charged by WOMBATS own internal system within 15 minutes of making this reservation. This means that they are working directly with Hostel World.    Wombats is fully aware of this system and yet they still continue to affiliate and pay commissions to Hostel World.    The fact that they ignore my emails is also telling of this situation in that it must not be surprising to them.    Hostel World is a commission collecting 3rd party company that will charge your credit card immediately upon booking for amounts that don't necessarily match their advertising rates.    I guess Wombats could comment here saying it's better to book directly with them which is probably the case but this does not address the fact that they continue to work with a company that is specifically deceptive in it's core business model.    Again please google search Hostel World Scam and be sure to read through the reviews. Also be sure to read through all of the negative before booking.    Also be aware that Wombats does not message you back in regards to this.    I have attached screenshots of the the prices that are listed on the their website and the actual price I paid. These are on my Wombats review on their tripadvisor page.    Beware of this. ,J. Shaffer,,
Has anyone done the Parliament tour with American teens? Trying to decide if it will be a good choice or not for a teen unfamiliar with the UK parliamentary system. It seems interesting to me but would welcome perspectives of those that have done it. TIA! ,Kris T,London,New York
I am planning to hike in Glenmore Forest in May 2024. In reading the online map it looks like I can start at the Allt Mor Parking to take the Lodge Trail up to Lochan Uaine and continue on to the trail up to Ryvoan Bothy. From there I am considering continuing on to Meall a Bhuachaille. Is this extra part of the hike worth the extra effort scenery-wise or is the view from Ryvoan nice as well? Thank you in advance! ,Bronna L,Scotland,"New York City, New..."
Hello everyone!  I am planning to transport my pet from Paris airport to London by taxi. I want to clarify: where is the veterinary control? And does it have opening hours    Thanks ,Ilya P,London,
Has anyone any recommendations for accommodation for approximately 30 lads on a stag in Edinburgh in March. Looking for somewhere central that’s affordable. Thanks. ,Graham,Edinburgh,Ballincollig...
Hello All    We have UK Biometric Residence Permit. Can we travel to Europe countries like switzerland spain italy etc. for small family vacation ( like 7 days) with that Or do we need to apply schengan visa?    Kindly advise. If we need to apply for visa kindly let us know the procedure for that.    Thanks  Ashish ,Ashish A,,United Kingdom
Hello! I’ll be having a 13-hour layover at Heathrow in May and I’m hoping to leave the airport to go grab a bite to eat and a drink in London. Flight is landing at 9:55pm on a Tuesday so I should hopefully be to paddington an hour later at about 11pm. Will there be anywhere open around there for me to get some food and a drink? Any advice is much appreciated! ,Sean H,London,
Planning on the Sunday Dec 31st lunch at The Jugged Hare. Any TA folks out there who have been here? ,NOLA1447,London,New Orleans...
taking a self-driving tour of scotland highlands leaving from edinburgh will spend an afternoon there then north to inverness loch ness and isle of skye for two days fort william area and then glen coe. we are debating to spend a night in trossachs national park or head back to edninburgh - what would you suggest? is trossachs worth a day? or better to spend it in edinburgh? any advise/help is appreciated! thanks. ,allison g,Loch Lomond and The Trossachs National Park,Pennsylvania
Hello  arriving at Heathrow T5 a Saturday 05:50 through ticket departing from T3 at 07:35. Which alternative is the fastest underground or train? What is the easiest? Most convenient? ,Mikkelrev2013,Hounslow,"Oslo, Norway"
Any suggestions of hotels restaurants or events that are higher-end and allow children (ages 7-11) into the celebrations. Not just a dinner but rather a family celebration to ring in the new year. Thanks! ,Mnud,London,
Just looking to see if the Scidnce centre or BBC Car parks will be open after I come out of HOZIER next monday ,James Gallacher,Glasgow,
I'll be staying in Paddington area...Praed Street...is this a walkable area...pubs grocery?? ,Lilismom,London,"Palm Bay, Florida"
My husband and son are going to the game - we could only get 2 tickets so I am driving them there but would like somewhere to watch the game myself. Where is a good place for a lone woman to sit and take in the game whilst waiting? ,Wendy H,Manchester,
Hi all    Very early planning stages here so please bear with me if this doesn't make much sense practically speaking.    We (2 adults 2 kids 11 & 12) will be in London for about a week then plan to visit Hadrian's Wall (it was the one very specific request from kids!).    I thought we could take an early morning train to Newcastle then hire a car so we can visit Housesteads Vindolanda and do some walking and general sight-seeing. We would have 3 nights so two full days to devote to the area.    For the last day would it be feasible to drop the car back into Newcastle and then take the Transpennine Express to Manchester to transfer to the airport for a late evening flight out (back to Aus)?    Alternatively we could do two nights in/near Hexham then one night between that area and Manchester and drop the car/transfer to airport etc all on that last afternoon.    Like I said this is very rough planning but hopefully someone will be able to say yep that'll work or nope try this instead and then I can be more thorough with details. If it impacts anything this would be roughly mid-April.    Thanks in advance! ,daffstarring,Northumberland,Queensland...
Going to Edinburgh with a teen and tween. What's the best ghost tour at night / in the dark for a 14 year old and 11 year old? Thanks! ,NatM,Edinburgh,World
Hi I am interested in a hotel for one night and parking for 14 nights but keeping our car keys. Is this possible? Or parking only for 14 nights but again keeping our keys. I can only see APH self Park - any suggestions would be greatly appreciated. ,Noodle053,Crawley,"Liverpool, United..."
HI all  Going to the Alexandra Palace theatre later this month.  I understand that I could either  a) go to Wood Green Underground and then catch a bus  or  b) catch an overground train to Alexandra Palace station.    Is option b do-able using contactless?    Many thanks ,taurean_traveller122,London,"Corringham, United..."
Being a cyclist with a tent (but not the smallest tent since it can accommodate 2-3 people) I'll be visiting the Shetland islands for about two-three weeks in July. So I'll be able to visit a good deal of local sights maybe from 5-6 places but probably not the smallest islands. I've already done research on the available 'real' camping sites. But I also like to do some wild camping at times when visiting coastal areas in Scotland and Northern Europe; am a considerate person regarding waste polite and discreet.    If anyone has any good information regarding some options/recommended places I'd be happy to receive it; maybe via PM. I might pay a few £ if needed on sites. The terrain appears barren with only few roads or tracks making it not so easy to find suitable places on a map from one's armchair ... also houses seem spread out a lot and local terrain owners will perhaps difficult to find when arriving ... ? ,joen.dk,Shetland Islands,"Copenhagen, Denmark"
Hello    We are coming to London between Christmas and New Year’s primarily to see shows. We usually go to NYC every two years to see Broadway shows around the holidays but this year we had flight credits that was due to expire and we’ve only been to London once in 2007. Last time we did see a lot of sights so this time we wanted to see shows and Christmas lights!    Here’s our plan so far:    12/24-land in the afternoon; taxi to Montague on the Gardens; I looked into pre-booking a car service; Black Cars are charging a 50% premium due to the holidays; I know the tube will be faster and direct; if my luggage is light I will go this route; dinner booked at hotel    12/25-been warned that London is pretty much shut down; tube closed; booked an morning jogging tour; booked Festive Afternoon Tea at Brown’s Hotel; as for breakfast am hoping will have picked up something the night before packed protein bars or maybe picked up something at the market/Chinatown after the jogging tour?    12/26-not sure what do to during daytime walk around? I see most (all?) museums are closed due to Boxing Day are Department Stores closed too or have sales started? Booked Festive Afternoon Tea at Claridge’s Hotel. Operation Mincemeat Musical at the Fortune at night.    12/27-Matinee show of Christmas Carol at the Old Vic excited to hear they pass out oranges and mince pie! Dinner rez at Gunpowder then Guys and Dolls at the Bridge Theatre. Something to do in the morning/lunch near the Old Vic that makes sense? I know my husband would love some fish and chips or visit a pub.    12/28-Matinee show of My Neighbor Totoro at the Barbican. Dinner rez at Tandoor Chop House then Back to the Future at the Adelphi Theatre. I was thinking of getting Skygarden tickets for the morning. Any recommendations for eating lunch or grabbing a quick bite around the Barbican before the matinee show?    12/29-Evening show of The Witches at the National Theatre. Since we have the whole day free we wanted to devote it to the V&A Museum. When I was there last I barely saw anything as I was so enthralled by the Kylie Minogue exhibition. Of course this time I want to see the Chanel exhibition I understand it’s all sold out. Although since I want to see the DIVA exhibition too and if I add the cost together if I purchase a membership it looks like we’ll be able to see both and won’t require a booking. So that’s my plan. The location of V&A also looks close to Harrods so perhaps we can also drop in to look at the food hall and get some food. I don’t have plans/reservation for lunch/dinner that day.    12/30-British Museum in the morning; mainly to see the Elgin Marbles. Matinee show of Peter Pan Panto at the London Palladium. Dinner rez at Masala Zone then evening show of Crazy for You at Gillian Lynne.    12/31-Lunch rez at Dishroom; matinee show of Stephen Sondheim’s Old Friends at Gielgud. Afterwards? Pick-up something as takeaway to eat for dinner and return to hotel? NYE will get very crazy? Watch fireworks on TV?    1/1-return home    I also want to see Christmas lights. Am really hoping will just “happen” to see it as we are out and about or maybe I need to make more of an effort?    As you may also see by the reservations I made it’s heavily Indian food focused it’s one of my husband’s favorite and he doesn’t get much of a chance to eat it here so I’m making a special concession for him as he is for me by going to festive tea 2x! It would be great to get some fish and chips and/or pub recommendations though! Or any other bits of advice.    Thank you! ,midorigal,London,Los Angeles...
What are the most famous pubs in the city center of Belfast?    Thx in advance. ,Traveler,Belfast,Europe
